mother_id,nid,name,profession,income
172,8439784384,Robert Johnson,Hotel manager,27965
173,4023979527,Kristen Freeman,Waste management officer,92121
174,6272522285,Lisa Gregory,Water quality scientist,91396
175,6284642982,Jessica Stuart,"Investment banker, corporate",99672
176,9122136247,Christopher Andersen,Associate Professor,89962
177,6340071719,Karen Sanchez,"Surveyor, quantity",27161
178,5524325124,Brandon Rivera,"Conservator, furniture",20943
179,4861724421,Jose Gilbert,Equities trader,76360
180,2572472218,Anne Sellers,"Social research officer, government",32476
181,1414360244,Erin Franco,Consulting civil engineer,82293
182,2109660136,Christopher Byrd,"Engineer, civil (contracting)",58098
183,5554287931,Erin Bates,Music therapist,60112
184,9769817898,Tyler French,Systems analyst,49715
185,4712743272,Sarah Eaton,"Engineer, agricultural",47897
186,9707181780,Joanne Williams,IT technical support officer,90159
187,8393198225,Antonio Nichols,"Buyer, retail",39190
188,8705346615,David Conrad,"Journalist, newspaper",40397
189,6177380943,Tyler Nunez,Press sub,56344
190,4447743057,Andrew Garcia,Special educational needs teacher,99890
191,7326726013,Robert Clark,Midwife,37857
192,6828583723,Ryan Wong,Chemical engineer,88648
193,6316575231,Michael Williams,Physiotherapist,96104
194,1834892420,Ashley Becker,Community education officer,75071
195,7493963389,Julie Saunders,Garment/textile technologist,93520
196,1024676005,Carlos Roberts,Lobbyist,98004
197,2397893729,April Carter,Careers adviser,90869
198,7121578345,Sean Sparks,Sub,91577
199,4660393250,Anita Munoz,"Therapist, speech and language",72106
200,5740628690,George Lyons,Actuary,74288
201,2765980693,Regina Green,Museum/gallery exhibitions officer,42332
202,2321607325,Heather Evans,"Engineer, mining",50527
203,5184570539,Shannon Dean,Proofreader,53847
204,4463330941,Hannah Pierce,Contractor,50574
205,5282452409,Kelsey Bryant,"Engineer, maintenance (IT)",79916
206,7739559897,Michael Foley,Energy engineer,41629
207,5192831172,Elizabeth Mckinney,"Surveyor, hydrographic",57259
208,5239240910,Phyllis Coleman,"Psychologist, forensic",82738
209,9750674320,Jasmine Ball,Dramatherapist,27609
210,5551589915,Shane Peters,Production engineer,72646
211,3481751587,David Dennis,Print production planner,82111
212,6707384194,Kelly Payne,Herbalist,34523
213,8926108705,David Marshall,Advertising art director,66477
214,9196038402,Catherine Jones,Financial manager,23815
215,4717779126,Shannon Davis,Psychotherapist,90548
216,2052855888,John Nolan,Psychiatric nurse,79634
217,4376772935,Clarence Robles,"Embryologist, clinical",45485
218,1416437293,Jonathan Burgess,Camera operator,78748
219,7816340647,Paula Bennett,Music tutor,62885
220,6430562708,John Brock,Firefighter,67279
221,8477005265,Deanna Dalton,"Embryologist, clinical",21995
222,7174889696,Charles Hart,Pension scheme manager,26585
223,7264195268,Andrew Hansen,Accommodation manager,25008
224,5619085808,Barbara Vincent,Biomedical scientist,68933
225,7951376392,Alexandra Martinez,"Horticulturist, commercial",24152
226,2483457648,Charles Santos,"Designer, industrial/product",65411
227,8147252014,Christine Jackson,Retail manager,54845
228,8484433564,Teresa Ryan,Claims inspector/assessor,24628
229,1070280876,Raymond Roberson,Photographer,43339
230,6799489092,Jennifer Rodriguez,"Engineer, maintenance",45925
231,6073576158,Michelle Gordon,"Administrator, education",67987
232,5139637813,Stephanie Simpson,Environmental education officer,76101
233,1359538536,Jessica Nelson,Armed forces operational officer,55883
234,3237892733,Emily Baker,Patent examiner,68473
235,2030727606,Marcus Woodard,"Surveyor, planning and development",39234
236,5583550659,Jacqueline Edwards,"Investment banker, operational",78045
237,7142943063,Rhonda Palmer,"Conservation officer, historic buildings",51309
238,3067819389,Daryl Hampton,Race relations officer,68257
239,7466388632,Andrew Castro,"Scientist, biomedical",28375
240,4955695410,Evelyn Lester,Printmaker,38951
241,9964603383,Sharon Henderson,Solicitor,97161
242,5278148627,Jose Shaw,Chief Operating Officer,83429
243,5337020676,Patricia Jones,Geophysicist/field seismologist,34913
244,4246258055,Christine Mendoza,Medical illustrator,79208
245,8499674877,Christina Smith,"Engineer, broadcasting (operations)",27714
246,9689924440,Margaret Long,Astronomer,30052
247,2318515223,Paul Cooper,Arboriculturist,87846
248,6734433289,Chris Duncan,Community education officer,40650
249,1904542820,Tammy Garcia,Lexicographer,26102
250,5357839971,Courtney Perez,Animator,85716
251,1236248548,Barbara Morris,"Engineer, petroleum",38768
252,4637555811,Kimberly Thompson,Operational researcher,50393
253,9724149620,Elizabeth Arnold,Armed forces operational officer,58894
254,7892723054,Sheila Diaz,"Engineer, land",54876
255,7495660730,Dana Gibbs,Chief Executive Officer,88102
256,6447326847,Aaron Young,Corporate investment banker,64317
257,8699566348,Connie Hunter,"Chemist, analytical",90696
258,8527024383,Robert Santos,Lobbyist,89808
259,7429429455,Austin Gray,Forest/woodland manager,47592
260,1275703241,Michael Torres,Insurance underwriter,31717
261,6365784461,Geoffrey Collier,Contracting civil engineer,54507
262,7962699096,Mark Griffith,Magazine journalist,30369
263,4844834142,Xavier Hoffman,Archaeologist,77827
264,3352188062,Jenna Willis,Diagnostic radiographer,79442
265,1885957369,Sydney Edwards,Musician,92058
266,9331993263,Patricia Rogers,Advertising account executive,95591
267,1833999763,Julie Griffin,Tour manager,94449
268,5810061391,Albert Davis,Structural engineer,70779
269,8364259597,Kevin Burns,"Conservation officer, nature",51538
270,4663296696,Gina Schneider,"Designer, jewellery",92433
271,8472840194,Sharon Taylor,Insurance claims handler,21580
272,9882268722,Cynthia Gregory,"Merchandiser, retail",77900
273,4121379819,Raymond Hicks,"Administrator, local government",94738
274,6836365344,Aaron Leonard,"Designer, fashion/clothing",42295
275,6102624743,Joshua Hill,Visual merchandiser,50808
276,6126590469,Kimberly Gonzalez,Field seismologist,65870
277,4866112368,David Brown,Corporate treasurer,57475
278,5007545624,Rebecca Rose,"Therapist, speech and language",92938
279,9623298035,Phillip Ross,Learning mentor,69996
280,8967365265,Sean Murphy,Lobbyist,71264
281,5720613151,David Fletcher,Mental health nurse,30774
282,4076276299,Mario Torres,Animal technologist,38257
283,3550483072,Timothy Burke,Art gallery manager,71650
284,2486898622,Gloria May,"Horticulturist, commercial",98590
285,2002681400,Crystal Herrera,Television/film/video producer,64837
286,4783638279,Patricia Simpson,Ship broker,74559
287,4130572426,Shannon Raymond,Water quality scientist,35853
288,1794959101,Peter Holmes,Camera operator,68201
289,5577688786,Robert French,"Accountant, chartered",95823
290,2169001022,Sonia Fowler,Naval architect,61576
291,8883359460,Anthony Taylor,Structural engineer,63238
292,7439981658,Krystal Daniel,Veterinary surgeon,21575
293,5337960307,Katherine Garcia,Chiropodist,52886
294,6098294033,Mary Johnson,General practice doctor,55367
295,5894702643,Gerald Mills,"Surveyor, insurance",32564
296,8241833991,Richard Riley,Forensic psychologist,25453
297,1809070680,Michael Parrish,Camera operator,92667
298,9384317339,Randy Lindsey,Hydrogeologist,31961
299,7809402501,Peggy Carter,Operational investment banker,54911
300,8212644244,Joseph Martinez,Politician's assistant,89454
301,6367129335,Andre Wagner,"Scientist, audiological",56070
302,7248526508,Nicole Williams,Geographical information systems officer,98393
303,4710222689,Phillip Young,"Clinical scientist, histocompatibility and immunogenetics",53942
304,5558242609,James Miller,Office manager,94991
305,4429143229,Melissa Foster,Hydrogeologist,63732
306,3675746074,Christopher Moore,"Producer, radio",77949
307,4618726585,Jessica Henderson,"Engineer, broadcasting (operations)",55184
308,8926229506,Michelle Haley,Sports development officer,25560
309,6833975270,Amber Jackson,"Teacher, primary school",22679
310,3287695803,Alicia Duncan,Corporate investment banker,33011
311,3812184094,Stephanie Mcbride,"Therapist, art",46573
312,7766307153,Cynthia Landry,"Psychologist, clinical",58630
313,1708427293,Linda Kim,Dispensing optician,40867
314,9350690858,Michelle Roberts,Chiropractor,37497
315,6022568212,Lindsey Young,Rural practice surveyor,53217
316,6542912203,Jennifer Acevedo,"Development worker, international aid",93469
317,7094142863,Kimberly Williams,"Scientist, research (maths)",46387
318,1327479428,Michael Allen,"Engineer, broadcasting (operations)",21073
319,5099045349,Carolyn Brown,"Psychologist, forensic",74799
320,4963613349,Shannon Russell,Ceramics designer,89592
321,8810689549,Jessica Hill,Hydrologist,31884
322,5320465585,Alexis Thomas,Academic librarian,43038
323,3944818176,Mark Wallace,Comptroller,30384
324,2630417260,Charles Johnson,"Nurse, learning disability",46575
325,2089395255,Robert Wagner,Prison officer,95162
326,9745125880,Stephanie Wall,Ecologist,91352
327,9740268864,Meghan Miller,Energy engineer,21364
328,2615323942,Pamela Snyder,Cartographer,89345
329,7354856038,Manuel Gardner,Commercial horticulturist,41711
330,2842471039,Jeremy Jimenez,Museum education officer,97828
331,4306464720,Jonathon Buchanan,Medical illustrator,87814
332,5082702236,Ashley Montoya,Air cabin crew,30150
333,6633576442,Hunter Powell,Equities trader,51837
334,1915024373,Luis Lopez,Health service manager,94042
335,9508945577,Laura Molina,Hospital pharmacist,78204
336,1081183998,Leslie Cortez,Games developer,21860
337,5492523392,Tina Warren,Geophysical data processor,26103
338,5722775332,Rachel Miranda,Commissioning editor,21543
339,5093604274,Robin Perry,Police officer,99053
340,5869259317,Barbara Ashley,Theatre manager,98476
341,1187893870,Kevin Lee,Veterinary surgeon,31171
342,7014603037,Anna Jones,Statistician,36325
343,5091230375,Alexander Wilson,Further education lecturer,95595
344,5417436770,Julie Case,Charity fundraiser,91476
345,4058217928,James Warren,"Conservation officer, historic buildings",27657
346,8499527385,Eric Bailey,Radio broadcast assistant,69755
347,8918722798,Matthew Hernandez,Conference centre manager,60326
348,4921711892,Angela Harrison,Immigration officer,72086
349,6337994942,Brandon Gonzalez,Industrial/product designer,71574
350,8601505762,Justin Adams,Manufacturing engineer,87839
351,3378949727,Kelly Thompson,Optometrist,58481
352,8406934875,Kyle Stewart,Insurance underwriter,46308
353,2296934380,Scott Watkins,Multimedia specialist,72863
354,8592306103,Tina Raymond,Housing manager/officer,78908
355,3600294429,Michael Edwards,Interior and spatial designer,30226
356,8670424642,Larry Hampton,Medical technical officer,40980
357,5304757159,Ryan Fisher,Systems developer,32238
358,3429153067,Stephanie Walsh,Neurosurgeon,77546
359,2505162315,Jacqueline Parker,Tax inspector,38143
360,9119382173,Cory Jenkins,Environmental health practitioner,89980
361,7196062789,Veronica Chase,Retail merchandiser,24676
362,9605723064,Gabriel Williams,"Administrator, Civil Service",68997
363,7890505060,Timothy Sanders,Insurance underwriter,72209
364,2758308448,Christopher Diaz,"Designer, interior/spatial",60431
365,1235157549,Kendra Gardner,Textile designer,25819
366,3763440901,Joshua Lewis,Air cabin crew,77730
367,2729408113,Christy Calhoun,Radiation protection practitioner,71711
368,8484197806,Edward Hernandez,Land,61595
369,1616508649,James Turner,"Solicitor, Scotland",77576
370,2569307397,Timothy Brown,"Engineer, civil (consulting)",49512
371,8961502397,Zachary Quinn,Contractor,99482
372,4216254842,Kim Reed,"Engineer, technical sales",61843
373,8626609916,Sarah Jones,Records manager,46642
374,6467700082,Jonathan Rosales,Records manager,43862
375,2415957233,Peter Anderson,Microbiologist,90558
376,3079277277,Ryan Chandler,Food technologist,66370
377,7155984716,David Evans,Research scientist (maths),41117
378,1009218560,Juan Myers,Primary school teacher,93551
379,3521786955,Jessica Jones,Police officer,56966
380,4759345115,Keith Parker,Waste management officer,42949
381,9441900976,Terri Hall,Press sub,44065
382,8535289020,Jasmine Patterson,Fine artist,50253
383,4312906237,Jillian Barnett,Consulting civil engineer,41180
384,9460971471,Melissa Bennett,Human resources officer,47702
385,4237878663,Matthew Galloway,Politician's assistant,59889
386,1635022122,Amy Barrett,"Civil engineer, contracting",41694
387,7017044423,Virginia Schmidt,Chief Financial Officer,20211
388,4241237694,Scott Leblanc,"Clinical scientist, histocompatibility and immunogenetics",72272
389,1620410864,Douglas Lloyd,Risk manager,32906
390,9700221773,Angela Anderson,"Accountant, chartered public finance",49317
391,9932716287,Ashley Moore,Interpreter,76576
392,8817187274,Shawn Frye,Personnel officer,64134
393,9714654786,Rose Villa,Herpetologist,97095
394,5366228270,Marc Reid,Retail buyer,45971
395,9471649017,John Cross,Nutritional therapist,81001
396,8347526221,Heather Jennings,"Teacher, music",32204
397,9998131962,Jacqueline Spencer,Multimedia specialist,33179
398,6322373505,Andrew Nguyen,Diagnostic radiographer,27277
399,4407949022,Catherine Crosby,"Designer, fashion/clothing",66508
400,2226629425,Suzanne Munoz,Consulting civil engineer,68512
401,6979134937,Alice Harris,Counselling psychologist,58269
402,7314933173,Juan Smith,Dealer,68740
403,9396305696,Christopher Lane,Homeopath,23014
404,8844580425,Justin Ingram,Social researcher,80443
405,1964598276,Jesus Pope,Professor Emeritus,79729
406,5404610045,Steven Kirby,"Administrator, charities/voluntary organisations",59764
407,4652232619,Joseph Miller,"Designer, multimedia",37136
408,1352379421,Brian Thompson,Call centre manager,23188
409,7884310165,Kathryn Smith,"Designer, fashion/clothing",70294
410,2755866225,Amanda Patterson,Retail buyer,77390
411,8319646020,Denise Campos,Production engineer,58639
412,5759175952,Sean Weber,Rural practice surveyor,23663
413,4251779566,Kendra Elliott,Veterinary surgeon,66842
414,5704731929,Amanda Lopez,"Engineer, communications",61953
415,9418907394,Julie Thomas,Barrister's clerk,62578
416,3279927128,Dakota Davis,"Engineer, civil (contracting)",93485
417,8473419018,Sharon Griffin,Therapeutic radiographer,78659
418,8764504189,Brian Bell,Learning mentor,49073
419,9297483006,Robert Sanchez,Phytotherapist,31366
420,4512701202,Michael Walton,Newspaper journalist,49630
421,5684441761,Mark Hamilton,Television floor manager,47538
422,1016761267,Todd Jackson,Multimedia specialist,23328
423,9263204255,Daniel Hill,Careers adviser,74950
424,7231008509,Jason Clark,Conference centre manager,57859
425,6185444993,Sara Chavez,"Sound technician, broadcasting/film/video",71444
426,2588653890,Brittany Butler,Retail banker,30135
427,5550361101,Gabriela Spencer,Emergency planning/management officer,43438
428,8880662803,Warren Chase,Petroleum engineer,92693
429,5666800978,Robert Mcfarland,Manufacturing systems engineer,29827
430,7479365760,Joseph Williams,Newspaper journalist,81560
431,1172804440,Jason Smith,Applications developer,91928
432,3122043871,Ronald Arroyo,"Engineer, manufacturing systems",69999
433,9996200182,Emily Burton,"Radiographer, therapeutic",57740
434,5437445281,Melissa Bonilla,"Scientist, research (life sciences)",20099
435,8469594496,Kelly Walker,"Psychotherapist, child",95973
436,5474667011,Brittany Cruz,Communications engineer,58471
437,2612374428,Julia Stout,Accommodation manager,71670
438,2896345298,Brandon Craig,Bookseller,39257
439,6527539520,George Solis,"Engineer, aeronautical",35114
440,9721650146,Richard Mack,Passenger transport manager,75700
441,4682250235,Anthony Mendoza,"Surveyor, insurance",88710
442,3519527753,Tina Turner,Medical illustrator,36247
443,8060020274,Renee Jones,Clinical research associate,44229
444,8551214912,Brian Gill,Medical illustrator,50967
445,2205179039,Matthew Jordan,Tour manager,28768
446,6015836313,Donald Foster,Hospital pharmacist,51672
447,6744256112,Jenna Harvey,Electrical engineer,78206
448,3980534820,Andrea Elliott,Ergonomist,80604
449,7332680958,Katherine Bell,"Engineer, biomedical",23202
450,9296510135,Stephen Gonzales,"Designer, jewellery",34588
451,9465195323,Steven Taylor,Multimedia specialist,26762
452,8568156480,Angela Nixon,Electrical engineer,40524
453,3701765378,Joshua Perry,"Psychologist, prison and probation services",26335
454,9746400868,Erica Roberts,Armed forces logistics/support/administrative officer,44590
455,1602858668,John Wright,Retail banker,46457
456,9802128467,Shelley Vaughn,Brewing technologist,89484
457,1612300451,Jeffrey Dunlap,"Presenter, broadcasting",62502
458,2509449199,Theresa Barrett,Optometrist,58258
459,1165614808,Lori Smith,"Production assistant, radio",83795
460,8388653693,Gary Odom,"Lighting technician, broadcasting/film/video",80076
461,5638363289,Tracey Klein,Sales executive,55265
462,7337294256,David Rhodes,"Psychologist, educational",26895
463,7328436244,Andrea Vaughn,Chartered management accountant,41051
464,4736031077,Debra Hayes,"Sales professional, IT",71034
465,5258800721,Eric Avila,Youth worker,31813
466,4627794750,Susan Young,Logistics and distribution manager,48062
467,7456911749,Melanie Patel,Farm manager,96486
468,9373127089,Randall Kramer,Barrister's clerk,25974
469,8846679392,April Solomon,Chiropodist,53385
470,9957094544,Mary Gonzales,Warden/ranger,59973
471,3947714054,Aaron Cook,Glass blower/designer,45253
472,6461369092,Diane Gonzalez,"Engineer, control and instrumentation",32911
473,4531220098,Jonathan Navarro,"Designer, industrial/product",93823
474,2994441796,Kendra Munoz,Geophysicist/field seismologist,54920
475,5224909945,Daniel Wall,Materials engineer,51807
476,3572352826,Thomas Moore,Music therapist,96100
477,6237661388,Stephanie Pace,"Clinical scientist, histocompatibility and immunogenetics",32486
478,6098285825,Nicole Padilla,Immunologist,52229
479,4018786850,David Campbell,Site engineer,39113
480,4738639307,Scott Jones,Fish farm manager,90062
481,4357969447,Bethany Mitchell,Audiological scientist,82722
482,9525247082,Cindy Moore,Community education officer,50206
483,9433277772,Amber Johnson,Print production planner,74869
484,4973223072,Darlene Hernandez,Architectural technologist,59596
485,2943321562,Dawn Morales,Drilling engineer,32680
486,2111721244,John Cook,Nature conservation officer,42614
487,6398593765,Steven Williams,Financial risk analyst,59809
488,6584165935,Erik Figueroa,Charity fundraiser,34846
489,3647696881,Natasha Hart,"Therapist, art",61509
490,5872419733,Robert Singh,Energy manager,69097
491,8966440000,Erin Williamson,Geographical information systems officer,62999
492,4822016510,Kayla Gallagher,"Biochemist, clinical",70272
493,3091472285,John Castro,Personal assistant,76326
494,5252251931,Jasmine Park,Mechanical engineer,87567
495,5345702786,Deborah Bright,"Scientist, research (maths)",95533
496,2648375247,Ricardo Hodges,"Engineer, automotive",28057
497,4600269251,Steven Castillo,Surgeon,72961
498,6802513643,William Mcgrath,Mudlogger,71510
499,7461055409,Matthew Williams,Commissioning editor,71578
500,5170466427,Rebecca Robinson,Fast food restaurant manager,35312
501,9874697268,Nicholas Maynard,Astronomer,30060
502,4906213873,Shaun Riley,"Engineer, maintenance (IT)",68047
503,9526016012,Stephanie Bray,Social worker,88384
504,8095595287,Kathleen Robertson,Metallurgist,65568
505,2514392206,Nathan Wilson,Health and safety inspector,45543
506,4277433185,Andres Chapman,Logistics and distribution manager,74766
507,2288883393,Timothy Joseph,Chief Operating Officer,61266
508,6827544757,Kristopher Robinson,Hospital doctor,93764
509,5312782370,Jacob Jackson,Television floor manager,54542
510,3477811628,Jonathan Wilkerson,"Pharmacist, hospital",96642
511,5699809684,Mark Smith,Conference centre manager,40718
512,9312014061,Michelle Green,Best boy,59579
513,6494066770,Kristin Day,Veterinary surgeon,39200
514,4778915679,Kenneth Kelly,"Investment banker, corporate",22312
515,8701651685,Daniel Lewis,Cabin crew,38568
516,2450614698,Kaitlyn Barrett,"Engineer, water",42584
